sample_index,split,logit_class_0,logit_class_1,logit_difference_z1_minus_z0,prob_predict_proba_class_0,prob_predict_proba_class_1,prob_softmax_logits_class_0,prob_softmax_logits_class_1,abs_diff_class_0,abs_diff_class_1,actual_target
16622,train,2.1808298,-1.7676469,-3.9484768,0.98108083,0.018919215,0.98108083,0.018919215,0.0,0.0,0
16623,train,13.019851,-11.972876,-24.992725,1.0,1.3989342e-11,1.0,1.3989342e-11,0.0,0.0,0
16624,train,11.247795,-10.227984,-21.47578,1.0,4.711802e-10,1.0,4.711802e-10,0.0,0.0,0
16625,train,5.5919423,-5.1376324,-10.729574,0.99997807,2.1887472e-05,0.99997807,2.188747e-05,0.0,1.8189894e-12,0
16626,train,-0.5965903,1.1343889,1.7309792,0.15046237,0.8495376,0.15046237,0.8495376,0.0,0.0,0
16627,train,9.814292,-9.382011,-19.196304,1.0,4.604166e-09,1.0,4.604166e-09,0.0,0.0,0
16628,train,2.2210863,-2.3523133,-4.5733995,0.9897827,0.010217336,0.9897827,0.010217336,0.0,0.0,0
16629,train,4.9302664,-4.574608,-9.504874,0.9999255,7.448232e-05,0.9999255,7.448232e-05,0.0,0.0,0
16630,train,8.821026,-9.325119,-18.146145,1.0,1.3159198e-08,1.0,1.3159198e-08,0.0,0.0,0
16631,train,7.3913374,-7.029277,-14.420614,0.9999994,5.460175e-07,0.9999994,5.460175e-07,0.0,0.0,0
16632,train,6.513167,-6.0957603,-12.608927,0.99999666,3.3420367e-06,0.99999666,3.3420367e-06,0.0,0.0,0
16633,train,5.0067554,-5.042432,-10.049187,0.9999567,4.3219014e-05,0.9999567,4.3219014e-05,0.0,0.0,0
16634,train,9.668438,-9.086599,-18.755037,1.0,7.1579853e-09,1.0,7.1579853e-09,0.0,0.0,0
16635,train,5.2436547,-4.9278135,-10.171469,0.99996173,3.8244645e-05,0.99996173,3.8244645e-05,0.0,0.0,0
16636,train,13.272689,-12.516169,-25.788857,1.0,6.3101824e-12,1.0,6.3101824e-12,0.0,0.0,0
16637,train,12.1438265,-12.902676,-25.046501,1.0,1.3256923e-11,1.0,1.3256923e-11,0.0,0.0,0
16638,train,10.011963,-10.624989,-20.636951,1.0,1.090149e-09,1.0,1.0901491e-09,0.0,1.110223e-16,0
16639,train,4.9472494,-5.173023,-10.120273,0.9999597,4.0253526e-05,0.9999597,4.0253526e-05,0.0,0.0,0
16640,train,10.874428,-11.455017,-22.329445,1.0,2.0065283e-10,1.0,2.0065284e-10,0.0,1.3877788e-17,0
16641,train,12.454404,-11.559523,-24.013927,1.0,3.722921e-11,1.0,3.722921e-11,0.0,0.0,0
16642,train,5.3109984,-4.983421,-10.294419,0.99996614,3.382017e-05,0.99996614,3.382017e-05,0.0,0.0,0
16643,train,9.76916,-9.693725,-19.462885,1.0,3.5267647e-09,1.0,3.5267647e-09,0.0,0.0,0
16644,train,9.28262,-8.338399,-17.62102,1.0,2.2247875e-08,1.0,2.2247875e-08,0.0,0.0,0
16645,train,11.631183,-10.677811,-22.308994,1.0,2.0479855e-10,1.0,2.0479855e-10,0.0,0.0,0
16646,train,6.034826,-6.099827,-12.134653,0.99999464,5.37013e-06,0.99999464,5.37013e-06,0.0,0.0,0
16647,train,8.772345,-7.8181434,-16.590488,0.9999999,6.235085e-08,0.9999999,6.235085e-08,0.0,0.0,0
16648,train,9.934045,-10.361399,-20.295444,1.0,1.533912e-09,1.0,1.5339119e-09,0.0,1.110223e-16,0
16649,train,0.7787846,-0.58076507,-1.3595496,0.79568654,0.20431352,0.79568654,0.20431352,0.0,0.0,0
16650,train,2.2424645,-1.7743385,-4.016803,0.98230815,0.017691817,0.98230815,0.017691817,0.0,0.0,0
16651,train,1.6054988,-1.2238247,-2.8293235,0.94424,0.055760004,0.94424,0.055760004,0.0,0.0,0
16652,train,2.3205855,-2.1164591,-4.4370446,0.98830754,0.011692519,0.98830754,0.011692519,0.0,0.0,0
16653,train,-8.554276,10.802124,19.3564,3.923038e-09,1.0,3.923038e-09,1.0,0.0,0.0,1
16654,train,7.0235963,-6.2606936,-13.28429,0.99999833,1.7010038e-06,0.99999833,1.7010037e-06,0.0,1.1368684e-13,0
16655,train,4.4906654,-4.3343253,-8.824991,0.999853,0.00014699114,0.999853,0.00014699115,0.0,1.4551915e-11,0
16656,train,8.282,-8.177957,-16.459957,0.9999999,7.104465e-08,0.9999999,7.104465e-08,0.0,0.0,0
16657,train,10.288192,-9.460071,-19.748262,1.0,2.6511762e-09,1.0,2.651176e-09,0.0,2.220446e-16,0
16658,train,10.131815,-10.771391,-20.903206,1.0,8.353203e-10,1.0,8.3532026e-10,0.0,5.551115e-17,0
16659,train,7.2190185,-6.6237636,-13.842782,0.99999905,9.730961e-07,0.99999905,9.730961e-07,0.0,0.0,0
16660,train,-0.8283936,1.3694875,2.1978812,0.09994092,0.90005904,0.09994092,0.90005904,0.0,0.0,0
16661,train,6.089651,-6.4250154,-12.514667,0.9999963,3.6723811e-06,0.9999963,3.6723814e-06,0.0,2.2737368e-13,0
16662,train,15.586459,-14.980888,-30.567348,1.0,5.306024e-14,1.0,5.3060244e-14,0.0,3.3881318e-21,0
16663,train,4.4640307,-4.3730726,-8.837103,0.9998548,0.00014522184,0.9998548,0.00014522183,0.0,1.4551915e-11,0
16664,train,5.9280577,-6.281644,-12.209702,0.999995,4.981854e-06,0.999995,4.9818636e-06,0.0,9.549694e-12,0
16665,train,5.5438814,-5.401564,-10.945446,0.99998236,1.7637845e-05,0.99998236,1.7637845e-05,0.0,0.0,0
16666,train,6.767007,-6.3391013,-13.106108,0.999998,2.032773e-06,0.999998,2.0327727e-06,0.0,2.2737368e-13,0
16667,train,0.10389036,-0.07799971,-0.18189007,0.5453476,0.45465243,0.5453476,0.45465243,0.0,0.0,0
16668,train,8.007109,-7.63111,-15.638219,0.9999999,1.6158752e-07,0.9999999,1.6158752e-07,0.0,0.0,0
16669,train,6.601361,-5.9127555,-12.514116,0.9999963,3.6744027e-06,0.9999963,3.6744025e-06,0.0,2.2737368e-13,0
16670,train,8.835091,-8.5215435,-17.356634,1.0,2.8980747e-08,1.0,2.8980747e-08,0.0,0.0,0
16671,train,16.78382,-15.413156,-32.196976,1.0,1.0399947e-14,1.0,1.0399947e-14,0.0,0.0,0
16672,train,12.33691,-11.349148,-23.686058,1.0,5.167443e-11,1.0,5.167443e-11,0.0,0.0,0
16673,train,15.159193,-13.87447,-29.033663,1.0,2.4594638e-13,1.0,2.459464e-13,0.0,2.7105054e-20,0
16674,train,7.6393633,-7.2229166,-14.86228,0.99999964,3.5107e-07,0.99999964,3.5106999e-07,0.0,2.842171e-14,0
16675,train,3.7011547,-3.8509212,-7.552076,0.9994753,0.00052474363,0.9994753,0.00052474363,0.0,0.0,0
16676,train,0.8078486,-0.42533395,-1.2331825,0.7743751,0.22562489,0.7743751,0.22562487,0.0,1.4901161e-08,0
16677,train,3.9806194,-3.5960503,-7.5766697,0.999488,0.0005120021,0.999488,0.0005120021,0.0,0.0,0
16678,train,4.5822434,-4.7374167,-9.31966,0.99991035,8.9636334e-05,0.99991035,8.9636334e-05,0.0,0.0,0
16679,train,2.7395668,-2.5418773,-5.281444,0.99494064,0.005059355,0.99494064,0.005059355,0.0,0.0,0
16680,train,7.030631,-7.1882086,-14.21884,0.9999993,6.6809173e-07,0.9999993,6.680918e-07,0.0,5.684342e-14,0
16681,train,11.000632,-10.366683,-21.367315,1.0,5.2516147e-10,1.0,5.251615e-10,0.0,5.551115e-17,0
16682,train,16.068089,-15.331279,-31.399368,1.0,2.3090196e-14,1.0,2.3090196e-14,0.0,0.0,0
16683,train,7.689792,-8.109879,-15.799671,0.9999999,1.3749596e-07,0.9999999,1.3749596e-07,0.0,0.0,0
16684,train,2.6855958,-2.5246334,-5.210229,0.9945693,0.0054307696,0.9945693,0.005430769,0.0,4.656613e-10,0
16685,train,4.8391123,-4.791575,-9.630688,0.9999343,6.567755e-05,0.9999343,6.5677545e-05,0.0,7.275958e-12,0
16686,train,10.688458,-10.3071995,-20.995659,1.0,7.615549e-10,1.0,7.615548e-10,0.0,5.551115e-17,0
16687,train,8.259331,-8.562252,-16.821583,1.0,4.9485664e-08,1.0,4.9485667e-08,0.0,3.5527137e-15,0
16688,train,2.0399349,-2.0493116,-4.0892467,0.98352414,0.016475845,0.98352414,0.016475845,0.0,0.0,0
16689,train,4.9119105,-4.384339,-9.296249,0.9999082,9.175934e-05,0.9999082,9.175934e-05,0.0,0.0,0
16690,train,10.188783,-9.882716,-20.071499,1.0,1.9189286e-09,1.0,1.9189283e-09,0.0,2.220446e-16,0
16691,train,5.3655643,-4.8551416,-10.220706,0.99996364,3.6407328e-05,0.99996364,3.640726e-05,0.0,6.91216e-11,0
16692,train,4.9548564,-4.9683294,-9.923185,0.999951,4.9022252e-05,0.999951,4.9022347e-05,0.0,9.458745e-11,0
16693,train,8.078144,-7.8069396,-15.885084,0.9999999,1.2623958e-07,0.9999999,1.2623958e-07,0.0,0.0,0
16694,train,10.587909,-9.733294,-20.321201,1.0,1.4949078e-09,1.0,1.4949078e-09,0.0,0.0,0
16695,train,4.881958,-4.6449165,-9.526875,0.99992716,7.286171e-05,0.99992716,7.286171e-05,0.0,0.0,0
16696,train,8.174297,-7.576161,-15.750458,0.9999999,1.4443188e-07,0.9999999,1.4443188e-07,0.0,0.0,0
16697,train,0.8322027,-0.39876273,-1.2309654,0.7739875,0.2260125,0.7739875,0.22601251,0.0,1.4901161e-08,0
16698,train,10.365908,-9.425272,-19.79118,1.0,2.5398021e-09,1.0,2.539802e-09,0.0,2.220446e-16,0
16699,train,6.777647,-6.237515,-13.0151615,0.99999774,2.226313e-06,0.99999774,2.226313e-06,0.0,0.0,0
16700,train,3.0482388,-2.765026,-5.813265,0.99702126,0.0029787603,0.99702126,0.0029787603,0.0,0.0,0
16701,train,5.4266434,-5.297892,-10.724535,0.99997795,2.1998043e-05,0.99997795,2.1998043e-05,0.0,0.0,0
16702,train,4.4639606,-4.627577,-9.091537,0.99988735,0.0001126021,0.99988735,0.000112602116,0.0,1.4551915e-11,0
16703,train,12.942359,-12.448954,-25.391312,1.0,9.390603e-12,1.0,9.390603e-12,0.0,0.0,0
16704,train,2.27664,-1.975144,-4.251784,0.9859611,0.014038914,0.9859611,0.014038913,0.0,9.313226e-10,0
16705,train,7.6649585,-6.9942284,-14.659187,0.9999995,4.3012594e-07,0.9999995,4.301259e-07,0.0,2.842171e-14,0
16706,train,7.7651772,-7.4513626,-15.216539,0.99999976,2.4634332e-07,0.99999976,2.4634332e-07,0.0,0.0,0
16707,train,14.5442295,-13.548899,-28.093128,1.0,6.2995486e-13,1.0,6.299549e-13,0.0,5.421011e-20,0
16708,train,7.795453,-7.0799193,-14.875372,0.99999964,3.4650373e-07,0.99999964,3.465037e-07,0.0,2.842171e-14,0
16709,train,8.533342,-7.257446,-15.790789,0.9999999,1.3872271e-07,0.9999999,1.3872271e-07,0.0,0.0,0
16710,train,-0.55248106,0.7501947,1.3026757,0.21371505,0.7862849,0.21371503,0.7862849,1.4901161e-08,0.0,0
16711,train,12.34471,-11.869883,-24.214592,1.0,3.046045e-11,1.0,3.046045e-11,0.0,0.0,0
16712,train,14.974082,-14.324314,-29.298397,1.0,1.8874168e-13,1.0,1.8874168e-13,0.0,0.0,0
16713,train,3.6872287,-3.1781087,-6.8653374,0.99895775,0.001042243,0.99895775,0.0010422431,0.0,1.1641532e-10,0
16714,train,11.826722,-12.512518,-24.339241,1.0,2.689069e-11,1.0,2.689069e-11,0.0,0.0,0
16715,train,18.265436,-17.45832,-35.723755,1.0,3.0575277e-16,1.0,3.0575277e-16,0.0,0.0,0
16716,train,-0.600791,1.1777344,1.7785254,0.14448532,0.8555147,0.14448532,0.8555147,0.0,0.0,0
16717,train,-4.0087013,4.9182377,8.926939,0.00013274615,0.9998672,0.00013274617,0.9998672,1.4551915e-11,0.0,1
16718,train,8.123989,-6.5425463,-14.666535,0.9999995,4.2697692e-07,0.9999995,4.2697692e-07,0.0,0.0,0
16719,train,5.697086,-5.5140257,-11.211111,0.9999865,1.352292e-05,0.9999865,1.352292e-05,0.0,0.0,0
16720,train,9.029009,-9.375,-18.404009,1.0,1.0168116e-08,1.0,1.0168116e-08,0.0,0.0,0
16721,train,6.4406953,-6.679924,-13.120619,0.999998,2.0034881e-06,0.999998,2.003488e-06,0.0,2.2737368e-13,0
16722,train,-0.6692573,1.2200251,1.8892823,0.13132632,0.8686737,0.13132632,0.8686737,0.0,0.0,1
16723,train,7.5818467,-7.584528,-15.166374,0.99999976,2.5901642e-07,0.99999976,2.590164e-07,0.0,2.842171e-14,0
16724,train,0.8367177,-0.6346071,-1.4713248,0.8132587,0.18674135,0.8132587,0.18674134,0.0,1.4901161e-08,0
16725,train,2.0197716,-1.8080332,-3.8278048,0.97870594,0.021294024,0.97870594,0.021294026,0.0,1.8626451e-09,0
16726,train,7.637554,-6.498701,-14.136255,0.9999993,7.2560795e-07,0.9999993,7.25608e-07,0.0,5.684342e-14,0
16727,train,1.0660242,-0.6896561,-1.7556803,0.8526678,0.14733218,0.8526678,0.14733216,0.0,1.4901161e-08,0
16728,train,13.962223,-12.901748,-26.863972,1.0,2.153403e-12,1.0,2.153403e-12,0.0,0.0,0
16729,train,2.9435725,-2.5702543,-5.513827,0.99598545,0.004014472,0.99598545,0.004014472,0.0,0.0,0
16730,train,4.859679,-4.7625523,-9.6222315,0.9999337,6.6235254e-05,0.9999337,6.6235254e-05,0.0,0.0,0
16731,train,5.7539787,-5.762949,-11.516928,0.99999,9.959957e-06,0.99999,9.959957e-06,0.0,0.0,0
16732,train,11.636119,-10.90487,-22.540989,1.0,1.623951e-10,1.0,1.623951e-10,0.0,0.0,0
16733,train,11.275459,-10.365297,-21.640757,1.0,3.9952028e-10,1.0,3.9952025e-10,0.0,2.7755576e-17,0
16734,train,12.506275,-11.980198,-24.486473,1.0,2.3209183e-11,1.0,2.3209185e-11,0.0,1.7347235e-18,0
16735,train,11.947192,-11.595587,-23.542778,1.0,5.9635026e-11,1.0,5.963503e-11,0.0,6.938894e-18,0
16736,train,7.477136,-6.9801254,-14.457262,0.9999995,5.263695e-07,0.9999995,5.263695e-07,0.0,0.0,0
16737,train,4.6965065,-4.2789845,-8.975491,0.9998735,0.00012645588,0.9998735,0.0001264559,0.0,1.4551915e-11,0
16738,train,3.5629795,-3.4671745,-7.030154,0.999116,0.0008840132,0.999116,0.00088401313,0.0,5.820766e-11,0
16739,train,12.190873,-11.454959,-23.645832,1.0,5.3795458e-11,1.0,5.379546e-11,0.0,3.469447e-18,0
16740,train,8.989946,-8.609872,-17.59982,1.0,2.2724567e-08,1.0,2.2724567e-08,0.0,0.0,0
16741,train,3.3304439,-3.1630266,-6.49347,0.998489,0.001511002,0.998489,0.0015110021,0.0,1.1641532e-10,0
16742,train,5.308489,-4.94853,-10.257019,0.99996483,3.5108962e-05,0.99996483,3.5108962e-05,0.0,0.0,0
16743,train,18.958736,-18.049984,-37.00872,1.0,8.4589594e-17,1.0,8.4589594e-17,0.0,0.0,0
16744,train,0.38156733,-0.047789097,-0.42935643,0.60572,0.39428005,0.60572,0.39428002,0.0,2.9802322e-08,0
16745,train,3.7633488,-3.754005,-7.517354,0.9994567,0.0005432736,0.9994567,0.0005432736,0.0,0.0,0
16746,train,14.212883,-13.682062,-27.894945,1.0,7.680319e-13,1.0,7.6803185e-13,0.0,5.421011e-20,0
16747,train,8.338954,-7.051915,-15.390869,0.99999976,2.069333e-07,0.99999976,2.0693328e-07,0.0,1.4210855e-14,0
16748,train,7.7523003,-7.022772,-14.775072,0.99999964,3.8306067e-07,0.99999964,3.8306064e-07,0.0,2.842171e-14,0
16749,train,6.9085827,-6.271019,-13.179602,0.9999981,1.8887343e-06,0.9999981,1.8887343e-06,0.0,0.0,0
16750,train,5.844745,-5.5701885,-11.414934,0.9999889,1.10294095e-05,0.9999889,1.102941e-05,0.0,9.094947e-13,0
16751,train,11.239507,-10.225464,-21.46497,1.0,4.763017e-10,1.0,4.7630166e-10,0.0,5.551115e-17,0
16752,train,5.1915107,-4.5764008,-9.767912,0.9999428,5.725651e-05,0.9999428,5.725651e-05,0.0,0.0,0
16753,train,4.1609273,-3.8547528,-8.01568,0.9996699,0.00033013447,0.9996699,0.00033013447,0.0,0.0,0
16754,train,0.85432065,-0.29265648,-1.1469772,0.75895834,0.24104165,0.75895834,0.24104165,0.0,0.0,0
16755,train,5.9490104,-5.4531956,-11.402206,0.9999888,1.1170685e-05,0.9999888,1.1170685e-05,0.0,0.0,0
16756,train,1.4676666,-1.0743926,-2.5420592,0.92703825,0.07296177,0.92703825,0.07296177,0.0,0.0,0
16757,train,5.079943,-4.5401273,-9.62007,0.9999336,6.637853e-05,0.9999336,6.637853e-05,0.0,0.0,0
16758,train,8.214414,-7.2528896,-15.467303,0.99999976,1.9170588e-07,0.99999976,1.9170588e-07,0.0,0.0,0
16759,train,1.4478258,-1.0370388,-2.4848647,0.92307395,0.07692606,0.92307395,0.07692606,0.0,0.0,0
16760,train,13.5359745,-12.886491,-26.422466,1.0,3.348642e-12,1.0,3.348642e-12,0.0,0.0,0
16761,train,2.27557,-1.789846,-4.065416,0.9831335,0.016866494,0.9831335,0.016866494,0.0,0.0,0
16762,train,13.741451,-13.123149,-26.864601,1.0,2.152048e-12,1.0,2.1520483e-12,0.0,2.1684043e-19,0
16763,train,6.2923465,-5.8712482,-12.163595,0.99999475,5.2169353e-06,0.99999475,5.2169353e-06,0.0,0.0,0
16764,train,11.774472,-11.291023,-23.065495,1.0,9.6113194e-11,1.0,9.6113194e-11,0.0,0.0,0
16765,train,14.460473,-13.892037,-28.35251,1.0,4.860279e-13,1.0,4.8602783e-13,0.0,5.421011e-20,0
16766,train,-0.8880574,1.34485,2.2329073,0.09683408,0.90316594,0.09683408,0.90316594,0.0,0.0,0
16767,train,11.944145,-10.763516,-22.70766,1.0,1.3746378e-10,1.0,1.3746378e-10,0.0,0.0,0
16768,train,11.199702,-10.733293,-21.932995,1.0,2.982781e-10,1.0,2.9827812e-10,0.0,2.7755576e-17,0
16769,train,11.9598,-11.14493,-23.104729,1.0,9.241441e-11,1.0,9.241529e-11,0.0,8.812395e-16,0
16770,train,9.8631935,-8.833949,-18.697144,1.0,7.584618e-09,1.0,7.584618e-09,0.0,0.0,0
16771,train,10.934597,-11.551005,-22.485603,1.0,1.7164317e-10,1.0,1.7164317e-10,0.0,0.0,0
16772,train,5.33721,-4.3906965,-9.727907,0.9999404,5.9593338e-05,0.9999404,5.9593334e-05,0.0,3.637979e-12,0
16773,train,-7.404877,9.428535,16.833412,4.890373e-08,1.0,4.8903726e-08,1.0,3.5527137e-15,0.0,1
16774,train,11.219586,-10.650607,-21.870193,1.0,3.1761108e-10,1.0,3.1761108e-10,0.0,0.0,0
16775,train,0.58999723,-0.34845752,-0.93845475,0.71878743,0.2812126,0.71878743,0.2812126,0.0,0.0,0
16776,train,5.495255,-5.197302,-10.692556,0.99997723,2.2712862e-05,0.99997723,2.2712864e-05,0.0,1.8189894e-12,0
16777,train,12.127431,-11.272693,-23.400124,1.0,6.8778934e-11,1.0,6.8778934e-11,0.0,0.0,0
16778,train,9.150154,-8.297671,-17.447826,1.0,2.6454849e-08,1.0,2.6454847e-08,0.0,1.7763568e-15,0
16779,train,1.0433309,-0.7838524,-1.8271832,0.8614259,0.13857418,0.8614259,0.13857417,0.0,1.4901161e-08,0
16780,train,9.877945,-9.500316,-19.378262,1.0,3.838203e-09,1.0,3.838203e-09,0.0,0.0,0
16781,train,6.9524307,-6.7696857,-13.722116,0.9999989,1.0978931e-06,0.9999989,1.0978932e-06,0.0,1.1368684e-13,0
16782,train,13.71441,-12.688243,-26.402653,1.0,3.4156519e-12,1.0,3.4156519e-12,0.0,0.0,0
16783,train,9.966694,-9.088521,-19.055214,1.0,5.301829e-09,1.0,5.3018288e-09,0.0,4.440892e-16,0
16784,train,-2.754527,3.723565,6.478092,0.0015343819,0.99846566,0.0015343816,0.99846566,2.3283064e-10,0.0,1
16785,train,8.984874,-8.2431755,-17.22805,1.0,3.295739e-08,1.0,3.295739e-08,0.0,0.0,0
16786,train,5.3681793,-4.789932,-10.158112,0.99996126,3.875889e-05,0.99996126,3.875889e-05,0.0,0.0,0
16787,train,8.652528,-7.7657,-16.418228,0.9999999,7.4072e-08,0.9999999,7.4072005e-08,0.0,7.1054274e-15,0
16788,train,11.68493,-10.624414,-22.309345,1.0,2.047267e-10,1.0,2.047267e-10,0.0,0.0,0
16789,train,-0.82233405,1.2210636,2.0433977,0.114721216,0.8852788,0.114721216,0.8852788,0.0,0.0,1
16790,train,11.4872675,-12.119054,-23.606321,1.0,5.5963505e-11,1.0,5.5963505e-11,0.0,0.0,0
16791,train,5.75816,-5.5283637,-11.286524,0.9999875,1.2540635e-05,0.9999875,1.2540635e-05,0.0,0.0,0
16792,train,11.921018,-11.502672,-23.42369,1.0,6.717696e-11,1.0,6.717696e-11,0.0,0.0,0
16793,train,7.09217,-6.52814,-13.62031,0.9999988,1.2155534e-06,0.9999988,1.2155534e-06,0.0,0.0,0
16794,train,-4.9379992,6.443707,11.381706,1.1402058e-05,0.99998856,1.1402047e-05,0.99998856,1.0913936e-11,0.0,1
16795,train,6.809567,-6.924364,-13.733931,0.9999989,1.0849989e-06,0.9999989,1.0849989e-06,0.0,0.0,0
16796,train,-4.1950874,5.0888944,9.283981,9.289189e-05,0.99990714,9.289188e-05,0.99990714,7.275958e-12,0.0,1
16797,train,10.792566,-9.935991,-20.728558,1.0,9.947222e-10,1.0,9.947222e-10,0.0,0.0,0
16798,train,4.276679,-3.8306148,-8.107294,0.99969876,0.00030124237,0.99969876,0.00030124237,0.0,0.0,0
16799,train,10.894321,-11.595832,-22.490154,1.0,1.7086382e-10,1.0,1.7086382e-10,0.0,0.0,0
16800,train,12.084526,-12.767815,-24.85234,1.0,1.6097765e-11,1.0,1.6097764e-11,0.0,1.7347235e-18,0
16801,train,7.42585,-7.1950364,-14.620886,0.9999995,4.4691998e-07,0.9999995,4.4691993e-07,0.0,5.684342e-14,0
16802,train,7.13181,-6.307267,-13.439077,0.99999857,1.4570761e-06,0.99999857,1.4570761e-06,0.0,0.0,0
16803,train,4.094564,-3.9154058,-8.00997,0.999668,0.0003320245,0.999668,0.0003320245,0.0,0.0,0
16804,train,4.605857,-4.279068,-8.884925,0.9998616,0.00013844142,0.9998616,0.00013844142,0.0,0.0,0
16805,train,8.587196,-7.998873,-16.58607,0.9999999,6.262701e-08,0.9999999,6.262701e-08,0.0,0.0,0
16806,train,2.7522514,-2.2687047,-5.020956,0.99344504,0.0065549645,0.99344504,0.006554964,0.0,4.656613e-10,0
16807,train,12.882742,-12.417019,-25.29976,1.0,1.02909035e-11,1.0,1.0290903e-11,0.0,8.6736174e-19,0
16808,train,6.1154695,-5.313929,-11.429399,0.99998915,1.08710265e-05,0.99998915,1.08710265e-05,0.0,0.0,0
16809,train,8.373819,-7.7060423,-16.07986,0.9999999,1.0389752e-07,0.9999999,1.0389751e-07,0.0,7.1054274e-15,0
16810,train,12.035635,-11.679047,-23.714682,1.0,5.021629e-11,1.0,5.021629e-11,0.0,0.0,0
16811,train,4.872685,-4.8350906,-9.707775,0.9999392,6.080516e-05,0.9999392,6.0805156e-05,0.0,3.637979e-12,0
16812,train,11.69076,-12.432722,-24.123482,1.0,3.3366067e-11,1.0,3.3366063e-11,0.0,3.469447e-18,0
16813,train,6.4605455,-5.3926425,-11.853188,0.99999285,7.115787e-06,0.99999285,7.115787e-06,0.0,0.0,0
16814,train,4.4346557,-4.037011,-8.471666,0.9997907,0.00020927202,0.9997907,0.00020927202,0.0,0.0,0
16815,train,4.578795,-4.4079533,-8.986748,0.99987495,0.0001250405,0.99987495,0.0001250405,0.0,0.0,0
16816,train,2.6954885,-2.3023329,-4.9978213,0.9932927,0.0067073507,0.9932927,0.0067073503,0.0,4.656613e-10,0
16817,train,8.618779,-7.678632,-16.297411,0.9999999,8.358422e-08,0.9999999,8.3584226e-08,0.0,7.1054274e-15,0
16818,train,-5.7311635,7.7535443,13.484708,1.392083e-06,0.99999857,1.392083e-06,0.99999857,0.0,0.0,1
16819,train,10.241616,-9.4770155,-19.718632,1.0,2.730908e-09,1.0,2.7309077e-09,0.0,2.220446e-16,0
16820,train,5.49522,-5.3746767,-10.869897,0.9999809,1.902197e-05,0.9999809,1.902197e-05,0.0,0.0,0
16821,train,5.5978107,-4.8301163,-10.427927,0.99997044,2.9593477e-05,0.99997044,2.9593477e-05,0.0,0.0,0
16822,train,8.215836,-7.852174,-16.068008,0.9999999,1.05136266e-07,0.9999999,1.0513627e-07,0.0,7.1054274e-15,0
16823,train,-0.63252485,1.0251799,1.6577047,0.16007036,0.8399297,0.16007036,0.8399297,0.0,0.0,1
16824,train,1.5883918,-1.2573564,-2.8457482,0.94509846,0.054901514,0.94509846,0.054901518,0.0,3.7252903e-09,0
16825,train,1.4949161,-1.5157022,-3.0106182,0.9530515,0.046948478,0.9530515,0.046948474,0.0,3.7252903e-09,0
16826,train,8.131857,-7.1408224,-15.272679,0.99999976,2.3289466e-07,0.99999976,2.3289465e-07,0.0,1.4210855e-14,0
16827,train,7.9573884,-7.7603703,-15.717758,0.9999999,1.492328e-07,0.9999999,1.4923282e-07,0.0,1.4210855e-14,0
16828,train,9.587643,-9.009748,-18.597391,1.0,8.3802245e-09,1.0,8.3802245e-09,0.0,0.0,0
16829,train,10.973498,-10.243412,-21.216911,1.0,6.103972e-10,1.0,6.103971e-10,0.0,5.551115e-17,0
16830,train,-3.3769202,4.042279,7.419199,0.00059926993,0.99940073,0.00059926993,0.99940073,0.0,0.0,1
16831,train,6.092104,-5.0835786,-11.175682,0.99998593,1.4010603e-05,0.99998593,1.4010602e-05,0.0,9.094947e-13,0
16832,train,1.1329551,-0.80797446,-1.9409295,0.87445426,0.12554578,0.87445426,0.12554578,0.0,0.0,0
16833,train,6.126361,-5.142801,-11.269161,0.99998724,1.2760272e-05,0.99998724,1.2760272e-05,0.0,0.0,0
16834,train,-8.374613,10.695202,19.069815,5.224981e-09,1.0,5.224981e-09,1.0,0.0,0.0,1
16835,train,-3.909128,5.8820376,9.791165,5.5940538e-05,0.9999441,5.5940534e-05,0.9999441,3.637979e-12,0.0,1
16836,train,9.423798,-8.704697,-18.128494,1.0,1.3393527e-08,1.0,1.3393527e-08,0.0,0.0,0
16837,train,8.540494,-8.428788,-16.969282,1.0,4.2690807e-08,1.0,4.2690807e-08,0.0,0.0,0
16838,train,-0.37353235,0.47323993,0.8467723,0.30011037,0.6998896,0.30011037,0.6998896,0.0,0.0,0
16839,train,-0.66529423,1.1069119,1.7722061,0.1452682,0.8547318,0.1452682,0.8547318,0.0,0.0,0
16840,train,7.849038,-7.3017464,-15.1507845,0.99999976,2.6308604e-07,0.99999976,2.6308604e-07,0.0,0.0,0
16841,train,7.110993,-6.3758597,-13.486853,0.99999857,1.3891007e-06,0.99999857,1.3891006e-06,0.0,1.1368684e-13,0
16842,train,8.430332,-8.19654,-16.626873,0.9999999,6.0123014e-08,0.9999999,6.0123014e-08,0.0,0.0,0
16843,train,4.6871886,-4.1171026,-8.804291,0.9998499,0.00015006517,0.9998499,0.00015006519,0.0,1.4551915e-11,0
16844,train,5.583405,-5.7738028,-11.357208,0.9999883,1.16848205e-05,0.9999883,1.168482e-05,0.0,9.094947e-13,0
16845,train,3.7589436,-3.5582035,-7.3171473,0.9993364,0.00066361326,0.9993364,0.00066361326,0.0,0.0,0
16846,train,-4.828294,5.833888,10.662182,2.3413326e-05,0.99997663,2.3413326e-05,0.99997663,0.0,0.0,1
16847,train,-0.5064695,0.83726156,1.343731,0.20689715,0.79310286,0.20689715,0.79310286,0.0,0.0,0
